postcode,Suburb,lat,lon,Region,Average_per_person,website
3163,MURRUMBEENA,-37.89069,145.067589,Southern Melbourne,212,"https://www.google.com/maps/place/Murrumbeena+VIC+3163/@-37.8983232,145.0637069,14z/data=!4m5!3m4!1s0x6ad66a379778c353:0x5045675218cdca0!8m2!3d-37.899!4d145.072"
3166,HUGHESDALE,-37.895763,145.076545,Southern Melbourne,212,"https://www.google.com/maps/place/Hughesdale+VIC+3166/@-37.8983232,145.0637069,14z/data=!3m1!4b1!4m5!3m4!1s0x6ad66a4540ffbad5:0x5045675218cf910!8m2!3d-37.894!4d145.085"
3166,OAKLEIGH,-37.899854,145.087116,Inner Eastern Melbourne,202,"https://www.google.com/maps/place/Oakleigh+VIC+3166/@-37.9152481,145.0595282,12z/data=!4m5!3m4!1s0x6ad66af5d286cba1:0x5045675218cdcd0!8m2!3d-37.9020702!4d145.0962067"
3168,CLAYTON,-37.925488,145.119662,Inner Eastern Melbourne,191,"https://www.google.com/maps/place/Clayton+VIC+3168/@-37.9213608,145.1137938,12z/data=!4m5!3m4!1s0x6ad66ad657aee985:0x5045675218cddc0!8m2!3d-37.915!4d145.13"
3170,MULGRAVE,-37.869611,145.102866,Inner Eastern Melbourne,202,"https://www.google.com/maps/place/Mulgrave+VIC+3170/@-37.9441218,145.0918697,12z/data=!4m5!3m4!1s0x6ad6157466820f57:0x5045675218cdd80!8m2!3d-37.928!4d145.174"
3171,SPRINGVALE,-37.97103,145.148499,South Eastern Melbourne,175,"https://www.google.com/maps/place/Springvale+VIC+3171/@-37.9659833,145.1427604,13z/data=!4m5!3m4!1s0x6ad614c0d3dd90df:0x5045675218cde40!8m2!3d-37.947!4d145.153"
3174,NOBLE PARK,-37.967254,145.176167,South Eastern Melbourne,163,"https://www.google.com/maps/place/Noble+Park+VIC+3174/@-37.9855752,145.143849,12z/data=!4m5!3m4!1s0x6ad6140c20dc0331:0x5045675218cdea0!8m2!3d-37.967!4d145.176"
3175,DANDENONG,-37.987271,145.214317,South Eastern Melbourne,150,"https://www.google.com/maps/place/Dandenong+VIC+3175/@-37.9550651,145.1795203,13z/data=!4m5!3m4!1s0x6ad613fe1cf71e9f:0x5045675218cdf80!8m2!3d-37.981!4d145.215"
3175,DANDENONG NORTH,-37.965724,145.205645,South Eastern Melbourne,160,"https://www.google.com/maps/place/Dandenong+North+VIC+3175/@-37.9550651,145.1795203,13z/data=!3m1!4b1!4m5!3m4!1s0x6ad6142d638755a5:0x5045675218cdeb0!8m2!3d-37.959!4d145.208"
3178,ROWVILLE,-37.928005,145.235811,Outer Eastern Melbourne,187,"https://www.google.com/maps/place/Rowville+VIC+3178/@-37.9052049,145.1479217,12z/data=!4m5!3m4!1s0x6ad6162ae837ad2f:0x5045675218cdd90!8m2!3d-37.937!4d145.229"
3179,SCORESBY,-37.864883,145.26427,Outer Eastern Melbourne,186,"https://www.google.com/maps/place/Scoresby+VIC+3179/@-37.852925,144.9632391,13z/data=!4m5!3m4!1s0x6ad63e0b502c2325:0x5045675218cdc30!8m2!3d-37.894!4d145.234"
3181,PRAHRAN,-37.849577,144.993714,Inner Melbourne,251,"https://www.google.com/maps/place/Prahran+VIC+3181/@-37.8547154,144.9746323,14z/data=!4m5!3m4!1s0x6ad66823873270b5:0x5045675218ce8e0!8m2!3d-37.852!4d144.998"
3181,WINDSOR,-37.856159,144.9922,Inner Melbourne,251,"https://www.google.com/maps/place/Windsor+VIC+3181/@-37.8547154,144.9746323,14z/data=!3m1!4b1!4m5!3m4!1s0x6ad6683c75da0c83:0x5045675218cf810!8m2!3d-37.854!4d144.988"
3182,ST KILDA,-37.867573,144.978814,Inner Melbourne,242,"https://www.google.com/maps/place/St+Kilda+VIC+3182/@-37.8810138,144.9507385,13z/data=!4m5!3m4!1s0x6ad6686866392389:0x5045675218cdae0!8m2!3d-37.864!4d144.982"
3184,ELWOOD,-37.888121,144.985026,Inner Melbourne,227,"https://www.google.com/maps/place/Elwood+VIC+3184/@-37.8867996,144.989018,14z/data=!4m5!3m4!1s0x6ad668f37f1dd61d:0x5045675218cdbe0!8m2!3d-37.884!4d144.986"
3185,ELSTERNWICK,-37.884724,145.004153,Southern Melbourne,224,"https://www.google.com/maps/place/Elsternwick+VIC+3185/@-37.9080256,144.9593374,13z/data=!4m5!3m4!1s0x6ad6684a16b9d105:0x5045675218cdc20!8m2!3d-37.887!4d145.006"
3186,BRIGHTON,-37.913149,144.991682,Southern Melbourne,270,"https://www.google.com/maps/place/Brighton+VIC+3186/@-37.9164187,144.9844218,13z/data=!4m5!3m4!1s0x6ad6692281478c97:0x5045675218cdd40!8m2!3d-37.905!4d144.996"
3187,BRIGHTON EAST,-37.904879,145.002603,Southern Melbourne,226,"https://www.google.com/maps/place/Brighton+East+VIC+3187/@-37.9378459,144.9736594,13z/data=!4m5!3m4!1s0x6ad6693088c5e6a5:0x5045675218cdd60!8m2!3d-37.916!4d145.015"
3188,HAMPTON,-37.89802,144.991601,Southern Melbourne,236,"https://www.google.com/maps/place/Hampton+VIC+3188/@-37.9619344,144.9901776,12z/data=!4m5!3m4!1s0x6ad66edef41b619d:0x5045675218cde80!8m2!3d-37.937!4d145.009"
3192,CHELTENHAM,-37.96451,145.055873,Southern Melbourne,204,"https://www.google.com/maps/place/Cheltenham+VIC+3192/@-37.9836102,145.0039958,13z/data=!4m5!3m4!1s0x6ad66c242b139a7b:0x5045675218cdf20!8m2!3d-37.967!4d145.068"
3193,BEAUMARIS,-37.986285,145.032876,Southern Melbourne,236,"https://www.google.com/maps/place/Beaumaris+VIC+3193/@-37.9842169,145.003471,12z/data=!4m5!3m4!1s0x6ad66e679ea78917:0x5045675218cdf90!8m2!3d-37.983!4d145.0434"
3194,MENTONE,-37.982859,145.0649,Southern Melbourne,198,"https://www.google.com/maps/place/Mentone+VIC+3194/@-38.0220299,145.0663668,13z/data=!4m5!3m4!1s0x6ad66db5b771d1ed:0x5045675218cdfa0!8m2!3d-37.985!4d145.068889"
3195,ASPENDALE,-38.026479,145.101908,Southern Melbourne,188,"https://www.google.com/maps/place/Aspendale+VIC+3195/@-37.9983457,145.0601182,13z/data=!4m5!3m4!1s0x6ad66d7b9c597581:0x5045675218ce060!8m2!3d-38.025!4d145.104"
3195,MORDIALLOC,-38.007154,145.086849,Southern Melbourne,198,"https://www.google.com/maps/place/Mordialloc+VIC+3195/@-37.9936959,145.0465229,13z/data=!4m5!3m4!1s0x6ad66da799b93551:0x5045675218cdfd0!8m2!3d-37.999!4d145.092"
3195,PARKDALE,-37.992659,145.075479,Southern Melbourne,198,"https://www.google.com/maps/place/Parkdale+VIC+3195/@-38.049643,145.0865975,13z/data=!4m5!3m4!1s0x6ad66da84852492d:0x5045675218cfa40!8m2!3d-37.991!4d145.08"
3196,CHELSEA,-38.052346,145.115941,Southern Melbourne,188,"https://www.google.com/maps/place/Chelsea+VIC+3196/@-38.049643,145.0865975,13z/data=!3m1!4b1!4m8!1m2!2m1!1sCHELSEA!3m4!1s0x6ad672a7ee65f51b:0x5045675218ce120!8m2!3d-38.051111!4d145.121944"
3197,CARRUM,-38.076364,145.123205,Southern Melbourne,188,"https://www.google.com/maps/place/Carrum+VIC+3197/@-38.106253,145.1071066,13z/data=!4m5!3m4!1s0x6ad67329017543eb:0x5045675218ce140!8m2!3d-38.076!4d145.122"
3198,SEAFORD,-38.110191,145.142512,Mornington Peninsula,161,"https://www.google.com/maps/place/Seaford+VIC+3198/@-38.1508571,145.0713816,12z/data=!4m5!3m4!1s0x6ad60cd0754a3c7f:0x5045675218ce1a0!8m2!3d-38.105!4d145.132"
3199,FRANKSTON,-38.145001,145.122477,Mornington Peninsula,158,"https://www.google.com/maps/place/Frankston+VIC+3199/@-38.0970633,145.1059396,12z/data=!4m5!3m4!1s0x6ad60b2a48d44683:0x5045675218ce240!8m2!3d-38.158!4d145.135"
3201,CARRUM DOWNS,-38.090783,145.191719,Mornington Peninsula,161,"https://www.google.com/maps/place/Carrum+Downs+VIC+3201/@-38.0970633,145.1059396,12z/data=!3m1!4b1!4m5!3m4!1s0x6ad60cfbe3a22a1f:0x5045675218ce170!8m2!3d-38.096!4d145.178"
3204,BENTLEIGH,-37.918057,145.035444,Southern Melbourne,216,"https://www.google.com/maps/place/Bentleigh+VIC+3204/@-37.8340529,144.9210356,13z/data=!4m5!3m4!1s0x6ad6694fe94aea05:0x5045675218cde10!8m2!3d-37.922!4d145.036"
3205,SOUTH MELBOURNE,-37.93291,145.033718,Inner Melbourne,275,"https://www.google.com/maps/place/South+Melbourne+VIC+3205/@-37.845366,144.9257616,13z/data=!4m5!3m4!1s0x6ad667fc041b9c61:0x5045675218ce850!8m2!3d-37.835!4d144.96"
3206,ALBERT PARK,-37.840705,144.95571,Inner Melbourne,249,"https://www.google.com/maps/place/Albert+Park+VIC+3206/@-37.845366,144.9257616,13z/data=!3m1!4b1!4m5!3m4!1s0x6ad667e1dead25bd:0x5045675218ce8a0!8m2!3d-37.842!4d144.95"
3206,MIDDLE PARK,-37.849721,144.965136,Inner Melbourne,249,"https://www.google.com/maps/place/Middle+Park+VIC+3206/@-37.8343078,144.8533284,12z/data=!4m5!3m4!1s0x6ad667e8e4a96ded:0x5045675218ce8d0!8m2!3d-37.851944!4d144.963056"
3207,PORT MELBOURNE,-37.975682,145.030468,Inner Melbourne,296,"https://www.google.com/maps/place/Port+Melbourne+VIC+3207/@-38.0105438,144.2739419,11z/data=!4m5!3m4!1s0x6ad6663fb8ef31f7:0x5045675218ce840!8m2!3d-37.823889!4d144.911111"
3212,LARA,-38.022416,144.407891,Geelong,144,"https://www.google.com/maps/place/Lara+VIC+3212/@-38.0675041,144.3073434,12z/data=!4m5!3m4!1s0x6ad4188cebcbaf81:0x5045675218cdf10!8m2!3d-38.016667!4d144.416667"
3214,CORIO,-38.074162,144.358659,Geelong,132,"https://www.google.com/maps/place/Corio+VIC+3214/@-38.0675041,144.3073434,12z/data=!3m1!4b1!4m5!3m4!1s0x6ad419db24fad705:0x5045675218ce130!8m2!3d-38.074!4d144.359"
3215,NORTH GEELONG,-38.110822,144.343406,Geelong,153,"https://www.google.com/maps/place/North+Geelong+VIC+3215/@-38.1142848,144.3149264,13z/data=!3m1!4b1!4m5!3m4!1s0x6ad4119bf19c567d:0x5045675218ce9e0!8m2!3d-38.1093956!4d144.3521811"
3216,BELMONT,-38.175587,144.342666,Geelong,152,"https://www.google.com/maps/place/Belmont+VIC+3216/@-38.2027014,144.2616914,12z/data=!4m5!3m4!1s0x6ad4137e993ba25b:0x5045675218ce310!8m2!3d-38.173!4d144.341"
3216,GROVEDALE,-38.200538,144.323683,Geelong,152,"https://www.google.com/maps/place/Grovedale+VIC+3216/@-38.2027014,144.2616914,12z/data=!3m1!4b1!4m5!3m4!1s0x6ad46cb3484e7ccb:0x5045675218ce3c0!8m2!3d-38.2!4d144.35"
3218,GEELONG WEST,-38.142148,144.348006,Geelong,142,"https://www.google.com/maps/place/Geelong+West+VIC+3218/@-38.1340581,144.2846068,13z/data=!4m5!3m4!1s0x6ad413fdfd60c915:0x5045675218ce9d0!8m2!3d-38.133333!4d144.35"
3218,HERNE HILL,-38.133564,144.331213,Geelong,142,"https://www.google.com/maps/place/Herne+Hill+VIC+3218/@-38.1340581,144.2846068,13z/data=!3m1!4b1!4m5!3m4!1s0x6ad4115f0f6606d7:0x5045675218ce9b0!8m2!3d-38.1329!4d144.3305"
3220,GEELONG,-38.14729,144.360735,Geelong,150,"https://www.google.com/maps/place/Geelong+VIC+3220/@-38.1481348,144.3278614,13z/data=!3m1!4b1!4m5!3m4!1s0x6ad4141c29a5d0cf:0x5045675218ce990!8m2!3d-38.1499181!4d144.3617186"
3220,NEWTOWN,-38.153717,144.334977,Geelong,153,"https://www.google.com/maps/place/Newtown+NSW+2042/@-33.899906,151.1627187,14z/data=!3m1!4b1!4m5!3m4!1s0x6b12b0366307e97f:0x5017d681632c370!8m2!3d-33.897!4d151.1793"
3226,OCEAN GROVE,-38.270293,144.540778,Other Regional Centres,163,"https://www.google.com/maps/place/Ocean+Grove+VIC+3226/@-38.2737787,144.4536048,13z/data=!4m5!3m4!1s0x6ad438ec7eb30839:0x5045675218ce430!8m2!3d-38.25!4d144.516667"
3227,BARWON HEADS,-38.281078,144.49179,Other Regional Centres,163,"https://www.google.com/maps/place/Barwon+Heads+VIC+3227/@-38.3128763,144.1895519,11z/data=!4m5!3m4!1s0x6ad44090207201c1:0x5045675218ce4a0!8m2!3d-38.2739835!4d144.4862111"
3228,TORQUAY,-38.332818,144.32389,Other Regional Centres,170,"https://www.google.com/maps/place/Torquay+VIC+3228/@-38.3128763,144.1895519,11z/data=!3m1!4b1!4m5!3m4!1s0x6ad46eaec5a8b033:0x5045675218ce560!8m2!3d-38.333333!4d144.316667"
3280,WARRNAMBOOL,-38.383313,142.482959,Other Regional Centres,125,"https://www.google.com/maps/place/Warrnambool+VIC+3280/@-37.7412503,141.7345725,10z/data=!4m5!3m4!1s0x6acd4dc9b65fc4a1:0x50579a430a0d5e0!8m2!3d-38.3686779!4d142.4982086"
3300,HAMILTON,-37.743025,142.020065,Other Regional Centres,97,"https://www.google.com/maps/place/Hamilton+VIC+3300/@-38.3634596,141.4684062,11z/data=!4m5!3m4!1s0x6acce17acd0e29c1:0x40579a430a0c5f0!8m2!3d-37.7455702!4d142.0178976"
3305,PORTLAND,-38.351032,141.587701,Other Regional Centres,90,"https://www.google.com/maps/place/Portland+VIC+3305/@-38.3634596,141.4684062,11z/data=!3m1!4b1!4m5!3m4!1s0xaa9d9868637a0a11:0x50579a430a0d5a0!8m2!3d-38.360895!4d141.6041155"
3337,MELTON,-37.683206,144.58315,Outer Western Melbourne,133,"https://www.google.com/maps/place/Melton+VIC/@-37.6776474,144.4237507,11z/data=!3m1!4b1!4m5!3m4!1s0x6ad6ecdfbb149633:0x99962ac4a94dca9e!8m2!3d-37.6691421!4d144.5437205"
3350,ALFREDTON,-37.556958,143.817225,Ballarat,118,"https://www.google.com/maps/place/Alfredton+VIC+3350/@-37.5673693,143.7126557,11z/data=!4m5!3m4!1s0x6ad14314bc6077cf:0x50579a430a0d650!8m2!3d-37.555!4d143.8"
3350,BALLARAT,-37.563318,143.863715,Ballarat,125,"https://www.google.com/maps/place/Ballarat+VIC/@-37.6036129,143.8025314,12z/data=!4m5!3m4!1s0x6ad1445430931879:0x40579a430a0b720!8m2!3d-37.5621587!4d143.8502556"
3350,MOUNT CLEAR,-37.603114,143.868659,Ballarat,122,"https://www.google.com/maps/place/Mount+Clear+VIC+3350/@-37.5309577,143.7559277,12z/data=!4m5!3m4!1s0x6ad15b2a36262561:0x50579a430a0d800!8m2!3d-37.602!4d143.868"
3355,WENDOUREE,-37.54022,143.831297,Ballarat,118,"https://www.google.com/maps/place/Wendouree+VIC+3355/@-37.5811046,143.7346708,12z/data=!4m5!3m4!1s0x6ad144752f08bb09:0x50579a430a0d8f0!8m2!3d-37.532!4d143.823"
3356,DELACOMBE,-37.58453,143.807662,Ballarat,120,"https://www.google.com/maps/place/Delacombe+VIC+3356/@-37.6021502,143.7992274,13z/data=!4m5!3m4!1s0x6ad15cb5aaa7b157:0x50579a430a0d720!8m2!3d-37.589!4d143.814"
3356,SEBASTOPOL,-37.597592,143.841026,Ballarat,120,"https://www.google.com/maps/place/Sebastopol+VIC+3356/@-37.6481538,143.7613964,11z/data=!4m5!3m4!1s0x6ad15b5b4943a173:0x50579a430a0d8a0!8m2!3d-37.585278!4d143.839444"
3357,BUNINYONG,-37.648547,143.918563,Ballarat,122,"https://www.google.com/maps/place/Buninyong+VIC+3357/@-37.6481538,143.7613964,11z/data=!3m1!4b1!4m5!3m4!1s0x6ad15a60623e46f9:0x40579a430a0b800!8m2!3d-37.650278!4d143.883889"
3400,HORSHAM,-36.711714,142.204899,Other Regional Centres,107,"https://www.google.com/maps/place/Horsham+VIC+3400/@-36.7172407,142.1261669,12z/data=!3m1!4b1!4m5!3m4!1s0x6ace4535fb847865:0x50579a430a0d530!8m2!3d-36.7188618!4d142.1962316"
3429,SUNBURY,-37.576859,144.731425,North Western Melbourne,161,"https://www.google.com/maps/place/Sunbury+VIC+3429/@-37.5533091,144.5664046,11z/data=!3m1!4b1!4m5!3m4!1s0x6ad6f9776c84f27b:0x5045675218cce30!8m2!3d-37.581111!4d144.713889"
3450,CASTLEMAINE,-37.063869,144.217101,Other Regional Centres,141,"https://www.google.com/maps/place/Castlemaine+VIC+3450/@-37.0592361,144.1480903,12z/data=!3m1!4b1!4m5!3m4!1s0x6ad730d7a6d21159:0x50579a430a0d1f0!8m2!3d-37.058136!4d144.2185006"
3500,MILDURA,-34.181714,142.163072,Other Regional Centres,104,"https://www.google.com/maps/place/Mildura+VIC+3500/@-34.2106613,141.9935187,11z/data=!3m1!4b1!4m5!3m4!1s0x6ac30469ecf799c3:0x50579a430a0d4f0!8m2!3d-34.2080167!4d142.1245535"
3550,BENDIGO,-36.758492,144.280075,Bendigo,125,"https://www.google.com/maps/place/Bendigo+VIC+3550/@-36.7561747,144.2451324,13z/data=!3m1!4b1!4m5!3m4!1s0x6ad759eb3c77c5e3:0x50579a430a0d940!8m2!3d-36.7570157!4d144.2793906"
3550,FLORA HILL,-36.774405,144.290098,Bendigo,124,"https://www.google.com/maps/place/Flora+Hill+VIC+3550/@-36.7376845,144.2440044,13z/data=!4m5!3m4!1s0x6ad75a2ec9a95e5f:0x50579a430a0d9b0!8m2!3d-36.7793071!4d144.2948079"
3550,NORTH BENDIGO,-36.748507,144.280995,Bendigo,124,"https://www.google.com/maps/place/North+Bendigo+VIC+3550/@-36.774974,144.1813713,12z/data=!4m5!3m4!1s0x6ad759ca3017d36b:0x50579a430a0da60!8m2!3d-36.7359634!4d144.2784231"
3555,GOLDEN SQUARE,-36.774862,144.263168,Bendigo,128,"https://www.google.com/maps/place/Golden+Square+VIC+3555/@-36.8062459,144.1729564,12z/data=!4m5!3m4!1s0x6ad750a3ab9c810d:0x50579a430a0d9d0!8m2!3d-36.766667!4d144.25"
3555,KANGAROO FLAT,-36.796876,144.243973,Bendigo,128,"https://www.google.com/maps/place/Kangaroo+Flat+VIC+3555/@-36.1546092,144.4816034,10z/data=!4m5!3m4!1s0x6ad750809ed2b695:0x50579a430a0da10!8m2!3d-36.783333!4d144.233333"
3564,ECHUCA,-36.128659,144.748178,Other Regional Centres,125,"https://www.google.com/maps/place/Echuca+VIC+3564/@-35.3620419,143.3833426,11z/data=!4m5!3m4!1s0x6ad90241b8844b57:0x50579a430a0d900!8m2!3d-36.1459548!4d144.7448007"
3585,SWAN HILL,-35.336175,143.560181,Other Regional Centres,114,"https://www.google.com/maps/place/Swan+Hill+VIC+3585/@-35.3621025,143.4533879,12z/data=!4m5!3m4!1s0x6adb85fab8ffe8b7:0x40579a430a0a620!8m2!3d-35.3396318!4d143.5524803"
3630,SHEPPARTON,-36.381171,145.39929,Other Regional Centres,112,"https://www.google.com/maps/place/Shepparton+VIC+3630/@-36.3733744,145.3218796,12z/data=!3m1!4b1!4m5!3m4!1s0x6ad8840dff08faab:0x50579a430a0db30!8m2!3d-36.383333!4d145.4"
3660,SEYMOUR,-37.025311,145.134148,Other Regional Centres,110,"https://www.google.com/maps/place/Seymour+VIC+3660/@-37.0310415,145.0212088,11z/data=!3m1!4b1!4m5!3m4!1s0x6ad7f51773ddb88f:0x50579a430a0d1e0!8m2!3d-37.0160797!4d145.1619887"
3671,BENALLA,-36.385144,145.420691,Other Regional Centres,100,"https://www.google.com/maps/place/Benalla+VIC+3672/@-36.1257342,146.8123864,12z/data=!4m5!3m4!1s0x6b270f40a77122f7:0x40579a430a04c00!8m2!3d-36.5462177!4d145.963353"
3689,WODONGA,-37.67576,144.989793,Other Regional Centres,116,"https://www.google.com/maps/place/Wodonga+VIC+3690/@-36.1257342,146.8123864,12z/data=!3m1!4b1!4m5!3m4!1s0x6b2158fb6fe4de6f:0x50579a430a0d3e0!8m2!3d-36.1240938!4d146.8817639"
3757,WHITTLESEA,-37.513714,145.115089,North Eastern Melbourne,148,"https://www.google.com/maps/place/Whittlesea,+VIC/@-37.9689834,145.1858093,12z/data=!4m5!3m4!1s0x6ad7b51d89289ec9:0xab771ec5302aa35c!8m2!3d-37.5382852!4d145.093449"
3802,ENDEAVOUR HILLS,-37.975281,145.254481,South Eastern Melbourne,160,"https://www.google.com/maps/place/Endeavour+Hills+VIC+3802/@-38.0205327,145.2393772,12z/data=!4m5!3m4!1s0x6ad616f64f2631d9:0x5045675218cded0!8m2!3d-37.969!4d145.2558"
3805,NARRE WARREN,-38.026383,145.306933,South Eastern Melbourne,159,"https://www.google.com/maps/place/Narre+Warren+VIC+3805/@-38.0420765,145.2793341,12z/data=!4m5!3m4!1s0x6ad610a973e6c281:0x5045675218ce020!8m2!3d-38.018!4d145.3"
3806,BERWICK,-38.030467,145.344621,South Eastern Melbourne,166,"https://www.google.com/maps/place/Berwick+VIC+3806/@-38.0420765,145.2793341,12z/data=!3m1!4b1!4m5!3m4!1s0x6ad6178027e4bc99:0x5045675218ce030!8m2!3d-38.031!4d145.344"
3810,PAKENHAM,-38.077355,145.493402,South Eastern Melbourne,144,"https://www.google.com/maps/place/Pakenham+VIC+3810/@-38.1492445,145.7870858,11z/data=!4m5!3m4!1s0x6ad61b86c6f44bc5:0x5045675218ce0b0!8m2!3d-38.073568!4d145.4851308"
3820,WARRAGUL,-38.163058,145.93086,Other Regional Centres,133,"https://www.google.com/maps/place/Warragul+VIC+3820/@-38.1750333,146.1794413,12z/data=!4m5!3m4!1s0x6b29bd8a50c773c7:0x40579a430a06aa0!8m2!3d-38.1537515!4d145.9297824"
3825,MOE,-38.176609,146.264851,Other Regional Centres,85,"https://www.google.com/maps/place/Moe+VIC+3825/@-38.1774382,146.223864,12z/data=!4m5!3m4!1s0x6b29097817adc63b:0x50579a430a0db70!8m2!3d-38.172222!4d146.267778"
3825,NEWBOROUGH,-38.183607,146.288321,Other Regional Centres,85,"https://www.google.com/maps/place/Newborough+VIC+3825/@-38.1774382,146.223864,12z/data=!3m1!4b1!4m5!3m4!1s0x6b290948ced58c0d:0x50579a430a0db90!8m2!3d-38.1760805!4d146.2985284"
3840,MORWELL,-38.23681,146.398703,Other Regional Centres,91,"https://www.google.com/maps/place/Morwell+VIC+3840/@-38.2018566,146.3743805,11z/data=!4m5!3m4!1s0x6b291184836fb14b:0x50579a430a0dc30!8m2!3d-38.2275886!4d146.4146185"
3844,TRARALGON,-38.193322,146.538373,Other Regional Centres,115,"https://www.google.com/maps/place/Traralgon+VIC+3844/@-38.1060196,146.9305985,11z/data=!4m5!3m4!1s0x6b2917784eec1ba1:0x50579a430a0dc10!8m2!3d-38.2033531!4d146.519786"
3850,SALE,-38.109349,147.068418,Other Regional Centres,113,"https://www.google.com/maps/place/Sale+VIC+3850/@-37.9638201,146.8572789,11z/data=!4m5!3m4!1s0x6b2f2fa7737fa007:0x50579a430a0dbf0!8m2!3d-38.1026004!4d147.073027"
3860,MAFFRA,-37.966701,146.975445,Other Regional Centres,113,"https://www.google.com/maps/place/Maffra+VIC+3860/@-37.8532164,147.4412988,11z/data=!4m5!3m4!1s0x6b2f340e46aa34a5:0x40579a430a06360!8m2!3d-37.9619053!4d146.9886238"
3875,BAIRNSDALE,-37.825114,147.628962,Other Regional Centres,120,"https://www.google.com/maps/place/Bairnsdale+VIC+3875/@-37.8532164,147.4412988,11z/data=!3m1!4b1!4m5!3m4!1s0x6b2f7ed232c6e60d:0x50579a430a0dc60!8m2!3d-37.833333!4d147.616667"
3915,HASTINGS,-38.30771,145.190507,Mornington Peninsula,157,"https://www.google.com/maps/place/Hastings+VIC+3915/@-38.1585981,144.7615881,10z/data=!4m5!3m4!1s0x6ad5e6ddfb0befd9:0x5045675218cea20!8m2!3d-38.306!4d145.189"
3929,FLINDERS,-38.473815,145.01628,Mornington Peninsula,157,"https://www.google.com/maps/place/Flinders+VIC+3929/@-38.4564155,144.8347986,11z/data=!3m1!4b1!4m5!3m4!1s0x6ad5b83b1c9ea7d5:0x5045675218ce6d0!8m2!3d-38.474!4d145.022"
3930,MT ELIZA,-38.187263,145.089626,Mornington Peninsula,183,"https://www.google.com/maps/place/Mount+Eliza+VIC+3930/@-38.2277717,144.9922129,12z/data=!4m5!3m4!1s0x6ad5dfa0228d7dd5:0x5045675218ce2e0!8m2!3d-38.189!4d145.092"
3931,MORNINGTON,-38.238386,145.064195,Mornington Peninsula,183,"https://www.google.com/maps/place/Mornington+VIC+3931/@-38.2277717,144.9922129,12z/data=!3m1!4b1!4m5!3m4!1s0x6ad5debc7abbe955:0x5045675218ce420!8m2!3d-38.228!4d145.062"
3934,MT MARTHA,-38.302366,144.994873,Mornington Peninsula,183,"https://www.google.com/maps/place/Mount+Martha+VIC+3934/@-38.3316807,144.8608707,11z/data=!4m5!3m4!1s0x6ad5db6da4bb76d9:0x5045675218ce4c0!8m2!3d-38.267!4d145.018"
3936,DROMANA,-38.333311,144.963564,Mornington Peninsula,159,"https://www.google.com/maps/place/Dromana+VIC+3936/@-38.323682,144.5546316,11z/data=!4m5!3m4!1s0x6ad5cf4ba2039f35:0x5045675218ce550!8m2!3d-38.338!4d144.965"
3944,PORTSEA,-38.338347,144.709285,Mornington Peninsula,159,"https://www.google.com/maps/place/Portsea+VIC+3944/@-38.323682,144.5546316,11z/data=!3m1!4b1!4m5!3m4!1s0x6ad436084c799351:0x5045675218ce540!8m2!3d-38.32!4d144.713"
3976,HAMPTON PARK,-38.032221,145.267863,South Eastern Melbourne,159,"https://www.google.com/maps/place/Hampton+Park+VIC+3976/@-38.1127619,145.2022748,12z/data=!4m5!3m4!1s0x6ad61176ea42e59d:0x5045675218ce040!8m2!3d-38.029!4d145.26"
3977,CRANBOURNE,-38.11122,145.268832,South Eastern Melbourne,152,"https://www.google.com/maps/place/Cranbourne+VIC+3977/@-38.1127619,145.2022748,12z/data=!3m1!4b1!4m5!3m4!1s0x6ad60d8d2eb71c37:0x5045675218ce150!8m2!3d-38.105!4d145.279"
