,university,campus,from suburb,distance
265,Monash University,Main,BUNDOORA,24.43643087381419
266,Monash University,Main,HEIDELBERG,18.645470690173646
267,Monash University,Main,GREENSBOROUGH,23.609756698335445
268,Monash University,Main,MONTMORENCY,22.29084898822929
269,Monash University,Main,ELTHAM,22.463461889752995
270,Monash University,Main,RESEARCH,23.91986372618815
271,Monash University,Main,HURSTBRIDGE,31.056269475198665
272,Monash University,Main,KEW,14.843400808061885
273,Monash University,Main,BALWYN,12.602420490080181
274,Monash University,Main,BULLEEN,17.0223533110394
275,Monash University,Main,TEMPLESTOWE,16.36036661980511
276,Monash University,Main,DONCASTER,14.758357232537255
277,Monash University,Main,DONCASTER EAST,12.678222400694045
278,Monash University,Main,DONVALE,65.59075450075741
279,Monash University,Main,BURNLEY,14.87456426613251
280,Monash University,Main,RICHMOND,16.008395354694684
281,Monash University,Main,HAWTHORN,11.488360650383168
282,Monash University,Main,CAMBERWELL,12.087231638699015
283,Monash University,Main,BURWOOD,7.132479004452936
284,Monash University,Main,CANTERBURY,11.461024668352895
285,Monash University,Main,MONT ALBERT,10.77710286732286
286,Monash University,Main,SURREY HILLS,10.545437018482277
287,Monash University,Main,BOX HILL,10.96801665833244
288,Monash University,Main,BLACKBURN,10.819772477974968
289,Monash University,Main,FOREST HILL,9.480156689574391
290,Monash University,Main,NUNAWADING,11.220447594530093
291,Monash University,Main,MITCHAM,12.147863261562717
292,Monash University,Main,VERMONT,10.28900050179181
293,Monash University,Main,RINGWOOD,13.943631226343067
294,Monash University,Main,CROYDON,18.29185873695479
295,Monash University,Main,LILYDALE,25.871784819796922
296,Monash University,Main,SOUTH YARRA,15.227357173081247
297,Monash University,Main,TOORAK,13.047219194624132
298,Monash University,Main,ARMADALE,11.90625610705635
299,Monash University,Main,MALVERN,11.038778140661877
300,Monash University,Main,MALVERN EAST,7.114914830748265
301,Monash University,Main,GLEN IRIS,8.941646004076452
302,Monash University,Main,ASHBURTON,7.508537531361383
303,Monash University,Main,CHADSTONE,5.55079977623847
304,Monash University,Main,MOUNT WAVERLEY,4.482782034920963
305,Monash University,Main,GLEN WAVERLEY,5.059102326435098
306,Monash University,Main,BURWOOD EAST,6.3518934030578915
307,Monash University,Main,WANTIRNA,11.206192613349852
308,Monash University,Main,BAYSWATER,14.280300531686047
309,Monash University,Main,BORONIA,13.819060081259396
310,Monash University,Main,FERNTREE GULLY,14.625955363690247
311,Monash University,Main,CAULFIELD,10.182653193199968
312,Monash University,Main,CARNEGIE,7.264588472063734
313,Monash University,Main,MURRUMBEENA,6.444474879170895
314,Monash University,Main,HUGHESDALE,5.495066990860362
315,Monash University,Main,OAKLEIGH,4.462355317866832
316,Monash University,Main,CLAYTON,1.6945389733696545
317,Monash University,Main,MULGRAVE,5.774732394413502
318,Monash University,Main,SPRINGVALE,6.332929679492612
319,Monash University,Main,NOBLE PARK,6.866640130163627
320,Monash University,Main,DANDENONG,10.671851000387148
321,Monash University,Main,DANDENONG NORTH,8.430126405153633
322,Monash University,Main,ROWVILLE,9.05147167863348
323,Monash University,Main,SCORESBY,12.74632721390059
324,Monash University,Main,PRAHRAN,14.33325104278819
325,Monash University,Main,WINDSOR,14.090455999549283
326,Monash University,Main,ST KILDA,14.631542903966736
327,Monash University,Main,ELWOOD,13.43056506270655
328,Monash University,Main,ELSTERNWICK,11.902592936394829
329,Monash University,Main,BRIGHTON,12.500882722336094
330,Monash University,Main,BRIGHTON EAST,11.598296673062059
331,Monash University,Main,HAMPTON,12.654044648350489
332,Monash University,Main,CHELTENHAM,8.777882602659517
333,Monash University,Main,BEAUMARIS,11.88404437736054
334,Monash University,Main,MENTONE,9.661724347037763
335,Monash University,Main,ASPENDALE,12.692493939225423
336,Monash University,Main,MORDIALLOC,11.030590427142087
337,Monash University,Main,PARKDALE,10.027002909962304
338,Monash University,Main,CHELSEA,15.337625163076943
339,Monash University,Main,CARRUM,17.954168651638707
340,Monash University,Main,SEAFORD,21.707541523941824
341,Monash University,Main,FRANKSTON,25.58960339530178
342,Monash University,Main,CARRUM DOWNS,20.17968340894463
343,Monash University,Main,BENTLEIGH,8.66049328350343
344,Monash University,Main,SOUTH MELBOURNE,9.021296979457421
345,Monash University,Main,ALBERT PARK,17.730100687324736
346,Monash University,Main,MIDDLE PARK,16.535005425680783
347,Monash University,Main,PORT MELBOURNE,11.303964299571685
348,Monash University,Main,LARA,64.82649754198484
349,Monash University,Main,CORIO,70.27811724757576
350,Monash University,Main,NORTH GEELONG,72.67326637293675
351,Monash University,Main,BELMONT,75.17941185382499
352,Monash University,Main,GROVEDALE,77.79806905037154
353,Monash University,Main,GEELONG WEST,73.39985649696854
354,Monash University,Main,HERNE HILL,74.47084526621963
355,Monash University,Main,GEELONG,72.5524061598104
356,Monash University,Main,NEWTOWN,74.91486691172135
357,Monash University,Main,OCEAN GROVE,65.28801289534977
358,Monash University,Main,BARWON HEADS,69.44698870112859
359,Monash University,Main,TORQUAY,84.80998414811864
360,Monash University,Main,WARRNAMBOOL,237.83894465572317
361,Monash University,Main,HAMILTON,274.44445712808374
362,Monash University,Main,PORTLAND,314.2571117920962
363,Monash University,Main,MELTON,54.909774814532554
364,Monash University,Main,ALFREDTON,122.5905197910235
365,Monash University,Main,BALLARAT,118.48762936852374
366,Monash University,Main,MOUNT CLEAR,116.65335930459517
367,Monash University,Main,WENDOUREE,122.05676794849742
368,Monash University,Main,DELACOMBE,122.40839565636965
369,Monash University,Main,SEBASTOPOL,119.16199932110223
370,Monash University,Main,BUNINYONG,110.97860575876187
371,Monash University,Main,HORSHAM,291.869332686178
372,Monash University,Main,SUNBURY,51.72048132865177
373,Monash University,Main,CASTLEMAINE,124.66512306658117
374,Monash University,Main,MILDURA,494.1248382686501
375,Monash University,Main,BENDIGO,149.3110469049369
376,Monash University,Main,FLORA HILL,147.33043653248433
377,Monash University,Main,NORTH BENDIGO,150.2322677426011
378,Monash University,Main,GOLDEN SQUARE,148.50897685624784
379,Monash University,Main,KANGAROO FLAT,147.3146695450419
380,Monash University,Main,ECHUCA,201.81747288507805
381,Monash University,Main,SWAN HILL,319.6656963298318
382,Monash University,Main,SHEPPARTON,172.38912066371262
383,Monash University,Main,SEYMOUR,99.07099510078962
384,Monash University,Main,BENALLA,172.22108104504184
385,Monash University,Main,WODONGA,29.52833565106246
386,Monash University,Main,WHITTLESEA,44.73439546688647
387,Monash University,Main,ENDEAVOUR HILLS,12.50761792541184
388,Monash University,Main,NARRE WARREN,19.575524053814416
389,Monash University,Main,BERWICK,22.49331201850074
390,Monash University,Main,PAKENHAM,36.32401740912835
391,Monash University,Main,WARRAGUL,75.10893259473272
392,Monash University,Main,MOE,103.31360627462202
